id_zona,latitude,longitude,data,precipitacao_mm,temperatura_c,umidade_percentual,densidade_populacional,altitude_metros,declividade_graus,distancia_agua_km,tipo_de_solo,uso_do_solo,nivel_acessibilidade,frequencia_sismos,tipo_evento,ocorrenca,nivel_de_risco,mes,estacao_do_ano,regiao
Z_0035_NOR,3.92892,-70.04995,2023-06-13 00:00:00,229.6,22.2,87.7,4554.5,469.2,8.0,23.3,arenoso,area_umida,media,0,inundação,0,BAIXO,6,inverno,Norte_Amazonia
Z_0036_SUD,-20.78579,-48.38115,2023-07-29 00:00:00,219.5,19.3,29.26523323758573,1683.2,830.0,58.0,25.0,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0037_SUD,-19.32575,-43.36497,2023-08-22 00:00:00,327.6,26.5,53.43525355503249,2093.9,1425.0,32.7,23.9,organico,rural,baixa,0,deslizamento,0,MÉDIO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0038_SUL,-27.83517,-57.94727,2024-08-14 00:00:00,98.6,14.2,49.18474623623628,1632.4,916.6,3.7,27.0,organico,urbano,alta,0,vendaval,0,BAIXO,8,inverno,Sul_Campos_Planalto
Z_0039_NOR,2.96482,-55.91556,2024-08-16 00:00:00,299.8,24.5,98.3,3028.5,228.4,6.9,1.3,organico,urbano,media,0,inundação,0,BAIXO,8,inverno,Norte_Amazonia
Z_0040_CEN,-22.16889,-57.31061,2023-02-23 00:00:00,76.5,37.3,76.2,343.2,607.8,7.7,22.1,arenoso,rural,alta,0,inundação,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0041_NOR,-7.37302,-65.62364,2023-12-18 00:00:00,435.6,28.7,85.2,4511.9,175.2,19.7,66.3,organico,rural,media,0,vendaval,0,BAIXO,12,verao,Norte_Amazonia
Z_0042_NOR,-7.77154,-57.98067,2024-11-23 00:00:00,277.2,25.7,76.3,1468.6,170.2,13.2,18.3,argiloso,rural,baixa,0,vendaval,0,BAIXO,11,primavera,Norte_Amazonia
Z_0043_NOR,-16.09696,-41.88182,2024-11-03 00:00:00,86.9,40.2,49.5,295.6,252.4,15.5,18.5,argiloso_seco,pastagem,baixa,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0044_CEN,-5.10647,-48.24757,2024-03-17 00:00:00,143.0,21.8,71.4,273.1,528.9,16.3,3.0,latossolo,floresta,baixa,0,incêndio,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_0045_SUD,-24.27158,-42.16044,2023-12-09 00:00:00,200.5,25.3,74.9,4921.4,2217.8,12.9,7.9,rochoso,rural,media,0,deslizamento,0,BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_0046_CEN,-19.00774,-59.48754,2024-11-29 00:00:00,167.4,28.5,36.0,463.5,1142.0,3.7,25.5,argiloso,rural,baixa,0,incêndio,0,BAIXO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_0047_SUD,-19.26081,-47.11756,2024-03-05 00:00:00,327.5,24.2,53.3,3635.9,1761.3,11.4,16.4,rochoso,rural,alta,0,nenhum,0,MUITO BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0048_NOR,-14.63208,-44.87074,2023-11-25 00:00:00,42.4,22.4,62.5,39.1,985.5,16.4,28.0,argiloso_seco,rural,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0049_NOR,-16.19965,-38.84415,2024-08-27 00:00:00,4.3,34.6,20.04434563566503,351.7,219.5,24.5,4.9,arenoso,rural,baixa,0,incêndio,0,MÉDIO,8,inverno,Nordeste_Sertao
Z_0050_SUL,-26.75295,-53.62642,2023-08-15 00:00:00,177.2,21.2,67.05444888697069,3118.7,41.3,1.3,16.7,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Sul_Campos_Planalto
Z_0051_SUL,-26.80669,-50.03207,2024-08-04 00:00:00,222.5,12.4,56.906053130141146,2615.5,151.8,23.8,24.2,argiloso,floresta,baixa,0,inundação,0,BAIXO,8,inverno,Sul_Campos_Planalto
Z_0052_SUD,-24.89632,-39.47465,2023-09-02 00:00:00,291.1,15.4,83.3,385.9,1581.2,8.7,6.0,rochoso,pastagem,media,0,vendaval,0,BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0053_NOR,-10.17416,-42.64435,2023-07-08 00:00:00,15.6,36.6,19.528024545957635,203.0,953.3,18.5,22.0,rochoso,rural,media,0,incêndio,1,ALTO,7,inverno,Nordeste_Sertao
Z_0054_SUD,-22.1304,-48.65733,2023-01-01 00:00:00,345.4,34.5,69.6,2418.7,217.5,21.2,3.4,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0055_SUD,-24.59938,-41.65408,2024-02-29 00:00:00,163.9,20.8,66.1,2818.1,1949.5,34.0,24.7,argiloso,pastagem,alta,0,deslizamento,0,MÉDIO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0056_SUD,-20.7529,-41.81001,2023-11-24 00:00:00,185.2,15.7,80.0,617.6,1234.9,14.8,0.1,argiloso,pastagem,media,0,inundação,0,MÉDIO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0057_NOR,-0.57433,-50.22824,2023-10-11 00:00:00,428.2,30.8,95.4,529.3,184.8,18.5,18.4,arenoso,urbano,alta,0,inundação,0,BAIXO,10,primavera,Norte_Amazonia
Z_0058_CEN,-6.81929,-58.63731,2024-11-24 00:00:00,107.6,23.6,30.8,409.8,1044.2,12.4,2.7,latossolo,pastagem,baixa,1,nenhum,0,MUITO BAIXO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_0059_CEN,-5.30424,-58.63828,2024-02-08 00:00:00,98.4,18.6,30.8,344.4,423.8,18.0,16.9,argiloso,floresta,baixa,0,seca,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0060_SUL,-26.24836,-49.54675,2023-07-13 00:00:00,147.9,24.8,49.26509803071896,3822.1,1719.0,26.8,14.1,arenoso_argiloso,floresta,baixa,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_0061_NOR,-9.17853,-39.38243,2024-04-05 00:00:00,80.8,26.4,52.9,175.9,140.8,22.2,13.2,argiloso_seco,pastagem,alta,0,nenhum,0,MUITO BAIXO,4,outono,Nordeste_Sertao
Z_0062_CEN,-8.71048,-47.02481,2024-04-11 00:00:00,113.5,32.6,45.4,138.8,1112.0,17.5,5.1,argiloso,rural,alta,0,nenhum,0,MUITO BAIXO,4,outono,CentroOeste_Cerrado_Pantanal
Z_0063_NOR,-10.14024,-39.35355,2023-10-12 00:00:00,39.1,28.2,43.6,414.7,199.5,18.8,16.9,arenoso,rural,media,0,incêndio,0,BAIXO,10,primavera,Nordeste_Sertao
Z_0064_SUD,-20.10145,-43.76047,2024-02-19 00:00:00,307.5,16.4,90.2,2470.1,1084.0,58.6,28.4,organico,pastagem,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0065_SUD,-19.99408,-49.52648,2023-03-26 00:00:00,267.0,22.3,80.6,3866.7,1428.1,14.3,10.8,organico,pastagem,media,0,deslizamento,0,BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0066_SUD,-19.57569,-40.51125,2023-06-05 00:00:00,307.2,30.5,38.698291891113385,4755.3,2362.4,27.0,7.7,rochoso,pastagem,baixa,1,deslizamento,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0067_SUL,-24.83529,-53.6092,2023-07-23 00:00:00,100.7,20.6,30.488726804759743,4844.7,1748.2,17.9,27.6,organico,pastagem,baixa,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_0068_CEN,-16.2039,-60.58616,2023-11-11 00:00:00,156.7,27.7,66.4,36.1,268.6,12.5,28.8,latossolo,pastagem,baixa,0,nenhum,0,MUITO BAIXO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_0069_SUL,-30.13806,-57.3742,2023-11-10 00:00:00,101.6,13.2,64.6,2713.0,1338.9,16.2,24.5,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,11,primavera,Sul_Campos_Planalto
Z_0070_CEN,-22.52742,-59.66846,2023-06-05 00:00:00,13.8,37.9,25.190585894995177,480.8,928.7,17.8,18.5,argiloso,area_umida,alta,0,nenhum,0,MUITO BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0071_NOR,-4.59682,-45.61013,2023-05-21 00:00:00,85.0,22.0,57.2,346.1,832.9,4.2,12.8,argiloso_seco,pastagem,baixa,0,incêndio,0,BAIXO,5,outono,Nordeste_Sertao
Z_0072_NOR,0.24287,-70.43835,2023-09-15 00:00:00,196.4,30.4,95.5,2968.1,80.1,6.8,50.5,argiloso,area_umida,baixa,0,inundação,1,MÉDIO,9,primavera,Norte_Amazonia
Z_0073_NOR,-7.31658,-56.74163,2023-06-09 00:00:00,447.3,35.5,81.8,139.4,101.8,11.9,5.7,organico,floresta,baixa,0,vendaval,0,BAIXO,6,inverno,Norte_Amazonia
Z_0074_SUD,-18.11624,-48.75527,2023-02-07 00:00:00,328.4,33.1,65.9,3241.4,1542.1,8.7,25.7,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0075_NOR,-4.043,-53.01302,2024-08-16 00:00:00,155.7,23.7,87.8,402.3,161.4,4.6,21.3,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Norte_Amazonia
Z_0076_NOR,-17.34191,-41.68413,2024-08-28 00:00:00,7.9,41.0,27.610855425943583,400.8,660.8,1.3,21.3,argiloso_seco,rural,media,0,incêndio,0,MÉDIO,8,inverno,Nordeste_Sertao
Z_0077_SUD,-20.01683,-41.47351,2024-08-24 00:00:00,178.7,34.6,35.72242631023286,2425.3,759.6,14.6,21.5,argiloso,urbano,alta,0,vendaval,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0078_SUL,-26.34758,-49.60085,2024-01-13 00:00:00,101.0,27.9,86.8,1373.3,1663.4,36.3,3.3,arenoso_argiloso,pastagem,alta,0,vendaval,1,MÉDIO,1,verao,Sul_Campos_Planalto
Z_0079_CEN,-9.54428,-57.6042,2024-12-08 00:00:00,150.9,26.7,45.1,498.3,205.2,22.3,14.3,argiloso,floresta,baixa,1,incêndio,1,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0080_NOR,-9.92624,-57.62411,2024-07-08 00:00:00,432.4,33.8,92.4,3772.9,411.5,3.2,42.8,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,7,inverno,Norte_Amazonia
Z_0081_NOR,-14.86337,-37.87978,2023-10-24 00:00:00,56.2,33.3,31.9,492.9,887.5,8.4,13.7,rochoso,rural,baixa,0,seca,0,BAIXO,10,primavera,Nordeste_Sertao
Z_0082_NOR,-17.9047,-44.55224,2023-02-15 00:00:00,99.5,40.0,56.0,459.9,385.3,27.5,10.2,rochoso,rural,baixa,2,incêndio,0,BAIXO,2,verao,Nordeste_Sertao
Z_0083_SUD,-20.23054,-47.88469,2024-07-15 00:00:00,313.0,20.7,43.003295215332344,3812.4,920.5,36.3,24.3,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0084_SUD,-22.09775,-39.98214,2024-06-09 00:00:00,158.4,34.1,75.08592668231731,1280.2,2312.5,36.8,27.0,organico,floresta,baixa,0,deslizamento,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0085_NOR,-16.80959,-43.20205,2023-03-11 00:00:00,80.3,30.5,46.1,273.3,695.0,4.6,28.6,rochoso,rural,media,0,seca,0,BAIXO,3,outono,Nordeste_Sertao
Z_0086_NOR,-14.0358,-41.34035,2024-08-26 00:00:00,4.2,32.9,35.452166876385064,282.6,898.5,29.4,17.2,rochoso,rural,baixa,0,incêndio,1,MÉDIO,8,inverno,Nordeste_Sertao
Z_0087_NOR,-6.88755,-41.57252,2024-09-11 00:00:00,43.5,34.8,34.3,369.2,842.7,2.0,10.1,argiloso_seco,pastagem,media,0,nenhum,0,MUITO BAIXO,9,primavera,Nordeste_Sertao
Z_0088_NOR,-12.98542,-44.77912,2023-04-05 00:00:00,82.6,26.4,37.9,292.4,994.9,28.5,6.7,arenoso,pastagem,alta,0,seca,0,BAIXO,4,outono,Nordeste_Sertao
Z_0089_SUD,-23.3514,-48.64199,2024-02-04 00:00:00,107.5,16.5,93.6,3516.6,793.4,32.2,27.2,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0090_NOR,-14.9813,-37.39754,2023-06-14 00:00:00,9.6,33.8,25.919340925098286,355.8,252.8,27.7,3.4,arenoso,pastagem,baixa,0,incêndio,1,MÉDIO,6,inverno,Nordeste_Sertao
Z_0091_CEN,-6.55627,-55.73854,2023-01-03 00:00:00,110.2,18.7,70.7,226.3,825.4,7.3,1.9,latossolo,area_umida,alta,0,nenhum,0,MUITO BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_0092_SUD,-22.52809,-42.66036,2024-10-15 00:00:00,274.0,16.6,85.1,1901.9,2531.6,15.1,7.3,rochoso,rural,media,0,inundação,0,BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0093_NOR,-0.53467,-55.69731,2023-02-22 00:00:00,357.3,32.7,81.5,1222.8,15.2,2.5,9.8,argiloso,rural,media,0,inundação,0,MÉDIO,2,verao,Norte_Amazonia
Z_0094_SUL,-25.51342,-56.49761,2024-02-26 00:00:00,76.1,24.4,67.0,452.6,413.0,28.1,2.4,organico,rural,alta,0,seca,0,BAIXO,2,verao,Sul_Campos_Planalto
Z_0095_NOR,-10.12988,-43.51492,2024-12-31 00:00:00,67.0,37.4,64.6,52.1,937.4,23.9,26.4,rochoso,rural,media,0,seca,0,BAIXO,12,verao,Nordeste_Sertao
Z_0096_SUD,-22.23162,-49.65321,2023-02-13 00:00:00,343.2,23.7,65.9,1964.0,1483.5,59.5,10.2,organico,urbano,alta,0,deslizamento,0,BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0097_NOR,3.92713,-50.4896,2023-02-25 00:00:00,184.8,23.3,79.4,1718.8,479.6,18.7,42.9,arenoso,rural,baixa,0,vendaval,0,BAIXO,2,verao,Norte_Amazonia
Z_0098_SUL,-25.15112,-54.38393,2023-02-25 00:00:00,106.3,11.3,76.9,4504.5,6.2,22.4,3.0,arenoso_argiloso,floresta,media,0,nenhum,0,MUITO BAIXO,2,verao,Sul_Campos_Planalto
Z_0099_CEN,-8.99538,-56.36757,2024-07-05 00:00:00,36.9,26.7,42.917395854371605,20.9,573.2,14.5,2.7,argiloso,rural,alta,0,seca,0,BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_0100_SUL,-28.99768,-56.11528,2023-07-24 00:00:00,227.1,8.8,37.2328454169757,4498.3,701.1,19.7,12.8,arenoso_argiloso,urbano,alta,1,inundação,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_0101_SUL,-28.6656,-52.46402,2024-04-11 00:00:00,240.6,13.1,60.6,4885.9,902.0,17.7,11.3,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,4,outono,Sul_Campos_Planalto
Z_0102_SUL,-28.27641,-57.97984,2023-05-27 00:00:00,72.1,29.1,42.2,1766.5,1149.9,31.0,25.4,organico,pastagem,baixa,0,inundação,0,BAIXO,5,outono,Sul_Campos_Planalto
Z_0103_CEN,-23.30577,-49.55173,2023-11-27 00:00:00,175.5,27.7,80.9,448.8,175.4,24.1,6.4,argiloso,area_umida,media,0,nenhum,0,MUITO BAIXO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_0104_SUD,-18.32119,-45.47745,2023-10-28 00:00:00,189.1,32.9,73.8,3012.9,1151.1,10.5,17.8,argiloso,pastagem,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0105_SUL,-33.82214,-50.16581,2023-09-20 00:00:00,190.8,30.5,77.7,652.6,1628.1,34.0,21.0,argiloso,pastagem,baixa,0,deslizamento,0,MÉDIO,9,primavera,Sul_Campos_Planalto
Z_0106_SUD,-21.99756,-45.11027,2024-04-09 00:00:00,192.8,17.9,60.0,269.4,2165.5,30.8,6.8,argiloso,urbano,alta,0,deslizamento,1,MÉDIO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0107_SUD,-21.89059,-49.98602,2024-08-15 00:00:00,121.1,22.5,65.13039657512853,2720.4,2040.8,14.7,1.7,rochoso,urbano,alta,0,deslizamento,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0108_SUL,-24.28258,-51.47687,2023-07-25 00:00:00,108.1,26.2,35.64631857457749,3375.2,791.4,14.1,23.1,arenoso_argiloso,floresta,baixa,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_0109_CEN,-7.93369,-46.72567,2024-08-15 00:00:00,19.3,20.4,66.25882434777786,345.0,56.0,5.8,11.3,argiloso,area_umida,alta,0,incêndio,0,BAIXO,8,inverno,CentroOeste_Cerrado_Pantanal
Z_0110_SUL,-28.99168,-50.15174,2024-05-10 00:00:00,199.0,18.7,41.8,1271.6,1365.1,7.4,3.1,arenoso_argiloso,pastagem,baixa,0,inundação,1,MÉDIO,5,outono,Sul_Campos_Planalto
Z_0111_SUD,-19.35307,-43.75429,2023-09-02 00:00:00,191.7,27.1,91.6,2058.0,773.7,6.1,3.5,rochoso,pastagem,baixa,0,inundação,0,MÉDIO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0112_SUD,-19.31277,-42.76034,2023-10-23 00:00:00,96.9,22.6,85.6,3823.6,795.7,46.2,8.1,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0113_NOR,-9.74399,-58.15308,2024-06-10 00:00:00,200.6,35.8,78.9,4790.0,66.2,7.7,35.0,argiloso,floresta,media,0,inundação,1,MÉDIO,6,inverno,Norte_Amazonia
Z_0114_NOR,-6.3673,-62.61098,2023-08-31 00:00:00,180.2,37.4,88.1,4132.8,274.7,11.1,9.6,organico,floresta,media,0,inundação,0,BAIXO,8,inverno,Norte_Amazonia
Z_0115_SUD,-23.60413,-47.84602,2023-04-14 00:00:00,146.1,18.6,50.0,627.7,2093.3,25.6,0.5,rochoso,pastagem,media,0,nenhum,0,MUITO BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0116_SUD,-21.18053,-39.87253,2023-02-24 00:00:00,338.2,27.6,80.7,3504.0,2054.6,13.9,8.6,rochoso,floresta,media,0,vendaval,0,BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0117_NOR,-8.17114,-66.57824,2024-12-05 00:00:00,180.0,29.9,95.7,1871.2,293.9,8.9,63.1,organico,area_umida,media,0,nenhum,0,MUITO BAIXO,12,verao,Norte_Amazonia
Z_0118_SUD,-19.40328,-46.40523,2024-12-28 00:00:00,347.6,29.7,82.4,2477.0,168.1,50.3,27.8,organico,rural,media,0,deslizamento,0,BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_0119_NOR,-3.51974,-64.90507,2024-07-16 00:00:00,405.5,36.2,77.0,2794.4,158.9,19.8,0.7,arenoso,area_umida,media,0,nenhum,0,MUITO BAIXO,7,inverno,Norte_Amazonia
Z_0120_NOR,-2.48094,-48.63737,2024-04-16 00:00:00,159.8,35.9,83.4,3699.7,49.9,15.1,20.5,arenoso,urbano,alta,1,incêndio,0,BAIXO,4,outono,Norte_Amazonia
Z_0121_SUD,-22.10428,-43.04589,2023-07-13 00:00:00,193.4,21.8,66.27711528183139,1584.9,261.3,57.2,6.5,organico,floresta,baixa,0,deslizamento,0,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0122_NOR,-15.46097,-42.43257,2024-12-05 00:00:00,26.4,39.5,61.5,291.5,178.5,28.2,20.5,argiloso_seco,rural,alta,0,seca,0,BAIXO,12,verao,Nordeste_Sertao
